tenure,monthly_charges,total_charges,contract,internet_service,tech_support,payment_method,churn
37,30.1,1151.72,Two year,DSL,No,Credit card,0
45,35.53,1761.31,Month-to-month,DSL,Yes,Credit card,0
3,66.61,267.23,Month-to-month,DSL,No,Credit card,1
59,93.26,5863.18,Two year,Fiber optic,No,Credit card,0
56,32.18,1760.32,Month-to-month,Fiber optic,Yes,Credit card,0
44,62.89,2800.69,Month-to-month,DSL,No,Electronic check,1
19,67.25,1297.82,One year,Fiber optic,No,Electronic check,1
16,39.65,621.38,Month-to-month,DSL,No,Mailed check,0
70,29.79,2079.97,Month-to-month,DSL,No,Credit card,1
3,103.31,435.08,Month-to-month,No,Yes,Credit card,0
13,69.25,949.14,One year,Fiber optic,No,Mailed check,0
2,19.47,60.16,One year,DSL,Yes,Mailed check,0
57,99.9,6093.89,One year,Fiber optic,Yes,Bank transfer,0
54,118.04,6262.03,Month-to-month,Fiber optic,No,Mailed check,1
3,79.8,338.19,One year,Fiber optic,No,Mailed check,1
23,69.38,1611.48,Two year,DSL,Yes,Mailed check,0
33,107.6,3479.95,Month-to-month,Fiber optic,No,Bank transfer,0
29,115.16,3263.02,One year,DSL,No,Electronic check,0
18,94.96,1695.95,One year,No,Yes,Bank transfer,0
30,63.44,2059.91,Two year,Fiber optic,Yes,Electronic check,0
59,78.41,5069.22,Two year,Fiber optic,No,Mailed check,0
59,89.5,5080.72,Month-to-month,DSL,Yes,Bank transfer,0
18,37.82,658.97,Month-to-month,DSL,Yes,Bank transfer,0
48,63.61,3000.8,Month-to-month,DSL,No,Electronic check,0
62,102.64,6670.46,Month-to-month,No,Yes,Bank transfer,0
21,84.78,1816.11,Month-to-month,DSL,No,Bank transfer,0
23,59.94,1452.71,Two year,DSL,No,Credit card,0
29,85.66,2695.36,Month-to-month,No,No,Electronic check,1
57,30.06,1711.57,Month-to-month,Fiber optic,No,Bank transfer,1
30,58.95,2010.08,One year,Fiber optic,No,Bank transfer,0
63,98.9,6073.82,Month-to-month,DSL,Yes,Mailed check,0
18,40.49,842.89,Two year,Fiber optic,Yes,Credit card,0
47,36.97,1669.16,Two year,Fiber optic,No,Credit card,0
44,114.98,4771.48,Month-to-month,Fiber optic,Yes,Mailed check,0
54,39.41,2276.29,Month-to-month,DSL,Yes,Mailed check,0
54,44.61,2552.83,Month-to-month,Fiber optic,No,Mailed check,1
17,116.9,2235.15,One year,Fiber optic,No,Mailed check,0
62,92.94,5672.06,Month-to-month,Fiber optic,Yes,Credit card,0
46,89.36,4561.79,One year,Fiber optic,Yes,Bank transfer,0
56,105.0,5529.52,Two year,DSL,No,Bank transfer,0
44,29.81,1215.43,Month-to-month,DSL,No,Mailed check,1
32,90.01,2851.85,Two year,Fiber optic,Yes,Electronic check,0
16,69.38,1249.6,Month-to-month,Fiber optic,Yes,Mailed check,0
69,102.57,7428.3,Two year,No,No,Bank transfer,0
3,69.83,275.76,Month-to-month,Fiber optic,No,Electronic check,1
19,81.26,1545.97,One year,Fiber optic,No,Mailed check,0
46,66.73,2859.86,Month-to-month,No,Yes,Electronic check,0
14,66.77,969.0,Two year,DSL,No,Mailed check,0
69,96.33,6689.18,Month-to-month,Fiber optic,No,Credit card,1
46,82.11,4003.52,Month-to-month,DSL,Yes,Bank transfer,0
8,82.59,765.01,One year,DSL,Yes,Mailed check,0
15,63.93,1114.4,Month-to-month,Fiber optic,Yes,Electronic check,1
68,72.17,4581.75,One year,Fiber optic,No,Bank transfer,1
60,94.06,5549.86,Two year,Fiber optic,No,Mailed check,0
9,102.25,1018.73,Month-to-month,Fiber optic,No,Mailed check,1
49,89.05,4604.5,Month-to-month,Fiber optic,No,Mailed check,1
2,112.26,336.47,Month-to-month,DSL,No,Mailed check,1
69,101.67,7704.41,One year,Fiber optic,No,Credit card,0
50,75.31,3924.29,Month-to-month,Fiber optic,Yes,Bank transfer,0
18,86.48,1491.84,Month-to-month,No,Yes,Credit card,0
41,112.48,4359.13,Month-to-month,DSL,No,Bank transfer,1
34,81.16,2984.62,Month-to-month,DSL,Yes,Mailed check,0
45,102.13,4900.73,Two year,Fiber optic,No,Bank transfer,0
25,88.26,2135.73,Month-to-month,No,Yes,Electronic check,0
68,74.3,4674.43,One year,Fiber optic,Yes,Bank transfer,0
63,42.67,2773.87,One year,Fiber optic,No,Electronic check,0
36,61.45,2335.37,One year,No,No,Electronic check,0
48,116.71,5301.66,Month-to-month,No,No,Credit card,1
20,85.09,1777.46,One year,Fiber optic,No,Bank transfer,0
63,75.57,4648.66,Two year,Fiber optic,Yes,Mailed check,0
4,113.16,614.61,Month-to-month,DSL,Yes,Bank transfer,0
69,77.82,5141.47,Month-to-month,No,No,Credit card,1
3,71.66,300.01,Month-to-month,Fiber optic,Yes,Electronic check,1
38,95.45,3736.05,Month-to-month,No,Yes,Electronic check,0
34,90.69,2864.05,Month-to-month,DSL,No,Credit card,1
0,37.7,37.83,One year,Fiber optic,Yes,Credit card,0
23,66.07,1458.66,Month-to-month,Fiber optic,No,Bank transfer,1
56,66.2,3893.44,Month-to-month,Fiber optic,No,Electronic check,0
69,56.58,4012.5,One year,DSL,No,Credit card,0
40,70.76,2617.09,Month-to-month,Fiber optic,No,Bank transfer,1
53,60.14,3055.75,One year,Fiber optic,Yes,Bank transfer,0
45,38.33,1860.59,Month-to-month,Fiber optic,No,Mailed check,0
59,60.06,3441.99,Two year,DSL,Yes,Electronic check,0
59,25.37,1521.98,Month-to-month,Fiber optic,Yes,Bank transfer,1
56,76.73,4209.16,One year,DSL,No,Credit card,0
30,105.07,3531.77,Two year,DSL,Yes,Electronic check,0
23,91.98,2223.67,Month-to-month,Fiber optic,No,Credit card,1
35,54.76,2048.71,Month-to-month,No,No,Credit card,0
29,26.88,739.22,One year,Fiber optic,No,Bank transfer,0
23,38.62,841.67,Month-to-month,Fiber optic,No,Bank transfer,0
29,73.64,2102.82,Two year,DSL,Yes,Mailed check,0
6,39.12,263.39,Two year,Fiber optic,Yes,Credit card,0
34,73.49,2668.7,Month-to-month,DSL,Yes,Bank transfer,0
54,41.62,2320.75,Month-to-month,No,Yes,Mailed check,0
13,104.59,1427.53,Month-to-month,No,Yes,Electronic check,0
9,58.52,603.24,Month-to-month,Fiber optic,Yes,Mailed check,1
15,43.05,642.45,One year,Fiber optic,No,Mailed check,0
53,100.86,4970.95,One year,Fiber optic,No,Credit card,0
69,52.97,3970.79,Month-to-month,Fiber optic,No,Electronic check,1
43,29.37,1308.81,Month-to-month,DSL,No,Credit card,0
44,76.18,3530.32,Month-to-month,DSL,No,Credit card,1
55,77.32,4162.99,Month-to-month,Fiber optic,No,Mailed check,1
56,90.9,5048.61,Two year,No,No,Mailed check,1
20,42.5,817.95,Month-to-month,DSL,Yes,Bank transfer,0
67,63.26,4608.81,Two year,DSL,No,Mailed check,0
49,46.8,2383.26,One year,Fiber optic,No,Bank transfer,0
32,26.26,794.42,One year,No,Yes,Credit card,0
6,107.41,797.66,Month-to-month,DSL,Yes,Mailed check,1
69,92.34,6391.55,One year,DSL,Yes,Electronic check,0
14,48.75,770.02,One year,Fiber optic,No,Electronic check,0
31,79.14,2285.62,One year,Fiber optic,No,Credit card,0
19,38.53,697.97,Month-to-month,DSL,Yes,Credit card,0
14,108.8,1524.54,Month-to-month,DSL,Yes,Mailed check,0
47,29.72,1344.08,One year,Fiber optic,No,Bank transfer,0
70,18.39,1374.62,Month-to-month,Fiber optic,Yes,Mailed check,0
20,69.2,1513.27,Month-to-month,No,Yes,Bank transfer,0
41,77.48,3329.71,Two year,Fiber optic,Yes,Mailed check,0
25,77.05,2157.5,Month-to-month,DSL,No,Electronic check,1
13,23.56,313.16,Month-to-month,Fiber optic,No,Electronic check,1
56,50.03,3082.36,Month-to-month,Fiber optic,No,Bank transfer,1
36,68.92,2758.87,One year,DSL,No,Mailed check,0
57,40.09,2294.65,Month-to-month,No,No,Credit card,0
20,107.01,2064.91,One year,No,Yes,Bank transfer,0
68,26.89,1939.48,Month-to-month,DSL,No,Electronic check,0
2,67.71,196.51,Month-to-month,DSL,Yes,Bank transfer,1
36,88.52,3468.43,One year,DSL,No,Mailed check,0
48,44.7,2042.98,Month-to-month,DSL,Yes,Credit card,0
18,81.67,1563.99,Two year,Fiber optic,No,Credit card,1
11,102.6,1233.19,Month-to-month,Fiber optic,Yes,Bank transfer,1
60,37.41,2099.59,Month-to-month,No,No,Mailed check,0
40,111.56,4448.94,Month-to-month,DSL,Yes,Mailed check,0
32,74.46,2253.11,Month-to-month,Fiber optic,No,Credit card,0
49,48.52,2408.89,Two year,No,Yes,Electronic check,0
67,61.95,4501.5,Two year,Fiber optic,No,Mailed check,0
70,49.84,3376.01,Month-to-month,DSL,No,Credit card,0
32,91.96,3195.43,One year,DSL,Yes,Credit card,0
23,99.22,2230.51,One year,DSL,No,Mailed check,0
60,102.96,6498.79,Month-to-month,No,Yes,Mailed check,0
60,118.55,7832.55,Month-to-month,No,No,Bank transfer,0
27,98.71,2666.55,Two year,No,No,Electronic check,0
57,79.34,4970.24,Two year,No,Yes,Bank transfer,0
42,52.6,2264.25,Two year,Fiber optic,No,Bank transfer,0
40,73.55,2905.06,One year,No,Yes,Credit card,0
38,22.19,934.04,One year,No,Yes,Credit card,0
48,93.97,4173.58,Month-to-month,Fiber optic,No,Electronic check,1
16,63.49,977.45,Month-to-month,DSL,No,Bank transfer,0
69,20.04,1430.81,Month-to-month,Fiber optic,Yes,Bank transfer,0
69,24.38,1807.89,One year,DSL,Yes,Credit card,0
64,57.52,3926.9,One year,DSL,No,Credit card,0
4,77.51,354.95,Two year,No,Yes,Mailed check,0
1,65.35,142.47,Two year,No,No,Bank transfer,0
21,81.16,1858.03,Two year,DSL,No,Electronic check,0
56,66.99,4161.41,Two year,Fiber optic,Yes,Bank transfer,0
65,85.49,5449.48,Month-to-month,No,Yes,Credit card,0
15,40.35,670.64,One year,Fiber optic,No,Mailed check,0
50,29.51,1613.35,One year,Fiber optic,Yes,Bank transfer,0
38,78.84,3001.25,Month-to-month,Fiber optic,No,Electronic check,1
39,67.44,2948.4,Two year,No,No,Credit card,0
37,20.74,751.08,Two year,No,No,Mailed check,0
59,56.81,3282.9,Month-to-month,Fiber optic,No,Bank transfer,0
58,28.82,1843.32,Month-to-month,DSL,Yes,Electronic check,1
9,72.2,789.82,One year,No,No,Credit card,0
63,58.37,3575.19,One year,DSL,No,Electronic check,0
62,80.54,4705.03,Two year,Fiber optic,No,Bank transfer,0
48,100.17,5162.64,Month-to-month,DSL,Yes,Credit card,0
63,48.57,3375.6,Month-to-month,Fiber optic,No,Bank transfer,0
31,116.13,3791.01,Month-to-month,Fiber optic,Yes,Mailed check,0
6,72.63,522.09,Month-to-month,DSL,No,Bank transfer,1
20,81.07,1792.0,Month-to-month,No,No,Mailed check,0
19,87.43,1627.28,Two year,DSL,No,Bank transfer,0
25,86.01,2448.02,Month-to-month,No,Yes,Electronic check,0
67,70.12,4638.78,Month-to-month,No,No,Electronic check,0
14,61.73,949.7,Month-to-month,DSL,Yes,Credit card,0
13,23.49,326.8,Month-to-month,Fiber optic,No,Electronic check,0
26,20.25,543.27,Two year,DSL,Yes,Electronic check,0
39,54.51,2268.81,One year,Fiber optic,Yes,Mailed check,0
57,52.03,3316.29,One year,Fiber optic,Yes,Electronic check,0
27,57.54,1662.37,Month-to-month,DSL,No,Mailed check,1
25,32.11,883.96,Month-to-month,Fiber optic,No,Mailed check,1
62,93.29,5322.0,Month-to-month,Fiber optic,No,Mailed check,1
65,105.41,7388.99,Month-to-month,No,No,Bank transfer,1
24,113.75,2729.99,Two year,DSL,No,Mailed check,0
2,68.22,189.38,Month-to-month,Fiber optic,Yes,Bank transfer,1
71,89.49,5945.0,One year,DSL,No,Mailed check,0
43,105.27,4798.51,Month-to-month,No,No,Bank transfer,0
41,60.67,2801.74,One year,DSL,Yes,Credit card,0
5,49.56,307.24,Two year,Fiber optic,Yes,Credit card,1
38,113.55,4217.96,One year,DSL,Yes,Bank transfer,0
51,70.6,3453.36,One year,Fiber optic,Yes,Credit card,0
22,68.72,1588.77,Two year,No,Yes,Electronic check,0
49,36.2,1652.54,One year,Fiber optic,Yes,Mailed check,0
42,29.03,1223.16,Month-to-month,Fiber optic,No,Bank transfer,0
18,103.89,2039.54,Month-to-month,Fiber optic,Yes,Credit card,0
68,80.64,6084.59,One year,No,Yes,Credit card,0
50,51.23,2573.88,One year,Fiber optic,No,Electronic check,0
10,37.56,388.39,Month-to-month,No,No,Mailed check,0
11,74.66,952.79,Month-to-month,Fiber optic,Yes,Electronic check,1
7,77.56,650.78,Two year,Fiber optic,No,Bank transfer,1
23,39.11,1006.17,Month-to-month,DSL,Yes,Credit card,0
40,104.84,4053.19,Month-to-month,Fiber optic,Yes,Credit card,0
35,26.59,939.02,Month-to-month,DSL,Yes,Credit card,0
71,54.32,4287.72,Two year,No,No,Electronic check,0
54,87.4,4478.24,Month-to-month,Fiber optic,No,Electronic check,1
8,45.96,427.82,One year,No,No,Mailed check,1
46,102.42,4560.71,Month-to-month,DSL,No,Bank transfer,0
14,93.47,1402.09,One year,DSL,No,Mailed check,0
47,98.48,5011.14,Two year,No,No,Mailed check,0
41,30.15,1263.41,Month-to-month,Fiber optic,No,Credit card,0
59,32.34,2058.95,Month-to-month,Fiber optic,Yes,Electronic check,0
69,47.22,3256.7,Month-to-month,No,Yes,Bank transfer,0
11,70.84,934.98,Month-to-month,Fiber optic,No,Mailed check,1
1,94.3,186.18,Two year,DSL,No,Bank transfer,1
6,103.33,672.59,Month-to-month,No,No,Credit card,1
2,89.84,264.23,One year,DSL,No,Mailed check,1
2,112.72,354.57,Month-to-month,No,No,Electronic check,1
26,93.35,2695.84,Month-to-month,DSL,No,Mailed check,1
39,49.24,1953.88,Month-to-month,Fiber optic,Yes,Credit card,0
32,45.04,1514.4,One year,DSL,No,Mailed check,0
0,89.01,95.15,Month-to-month,Fiber optic,No,Credit card,1
7,37.67,320.26,One year,DSL,No,Mailed check,0
31,27.46,906.44,Month-to-month,No,No,Bank transfer,0
47,72.29,3688.54,Month-to-month,Fiber optic,Yes,Electronic check,1
3,101.81,413.42,One year,DSL,No,Credit card,0
69,28.34,1787.26,Two year,Fiber optic,No,Bank transfer,0
18,98.77,1704.46,Month-to-month,Fiber optic,No,Credit card,1
31,100.78,3534.43,One year,DSL,No,Mailed check,0
8,67.19,561.77,Month-to-month,DSL,Yes,Credit card,1
11,23.85,280.73,One year,Fiber optic,Yes,Credit card,1
10,35.81,428.09,Two year,DSL,Yes,Electronic check,1
45,90.16,3894.4,Two year,DSL,No,Bank transfer,0
15,90.6,1549.27,One year,DSL,No,Mailed check,0
0,109.63,116.61,Month-to-month,Fiber optic,No,Electronic check,1
62,77.43,5352.56,Two year,Fiber optic,Yes,Credit card,0
20,30.66,615.75,Month-to-month,DSL,Yes,Electronic check,0
29,30.38,877.74,Month-to-month,No,No,Credit card,0
12,91.56,1286.19,Month-to-month,No,No,Mailed check,0
33,36.75,1183.05,Two year,DSL,No,Credit card,0
3,51.5,207.97,Two year,DSL,No,Electronic check,1
27,67.7,1974.21,Month-to-month,No,No,Electronic check,1
58,20.53,1156.01,One year,Fiber optic,Yes,Credit card,0
26,43.38,1273.96,Two year,DSL,No,Bank transfer,0
68,59.6,4248.68,Month-to-month,Fiber optic,Yes,Electronic check,1
24,46.52,1057.66,Month-to-month,Fiber optic,No,Bank transfer,1
2,31.91,88.76,One year,DSL,No,Bank transfer,0
67,92.26,5885.69,Month-to-month,Fiber optic,No,Bank transfer,0
24,100.94,2394.78,Month-to-month,Fiber optic,Yes,Bank transfer,0
19,44.26,926.04,One year,Fiber optic,Yes,Electronic check,0
33,96.99,3026.55,Two year,No,No,Electronic check,0
25,57.33,1446.04,One year,DSL,Yes,Bank transfer,0
4,69.68,377.07,One year,Fiber optic,Yes,Electronic check,1
60,105.31,6496.72,Month-to-month,Fiber optic,No,Bank transfer,0
8,94.5,810.61,Month-to-month,Fiber optic,No,Bank transfer,1
49,100.12,5463.6,One year,DSL,No,Bank transfer,0
5,31.96,181.95,Month-to-month,Fiber optic,Yes,Credit card,0
59,25.11,1628.66,Two year,DSL,No,Mailed check,0
43,109.13,5018.54,Month-to-month,DSL,Yes,Electronic check,1
10,57.56,663.62,Month-to-month,DSL,No,Electronic check,1
65,47.36,3291.39,Month-to-month,Fiber optic,No,Bank transfer,0
46,91.92,4325.92,Two year,DSL,No,Credit card,0
2,103.31,329.43,Month-to-month,Fiber optic,No,Credit card,1
29,105.97,3392.86,Month-to-month,DSL,Yes,Electronic check,0
20,50.23,1025.4,Month-to-month,DSL,Yes,Bank transfer,0
27,104.93,2879.48,Two year,DSL,No,Electronic check,0
61,22.18,1482.08,Month-to-month,DSL,Yes,Bank transfer,0
32,23.07,765.08,Month-to-month,Fiber optic,No,Bank transfer,0
34,81.6,3065.6,Month-to-month,Fiber optic,Yes,Mailed check,1
51,24.44,1303.1,One year,No,No,Bank transfer,0
33,51.11,1770.26,Month-to-month,No,No,Mailed check,0
40,86.62,3218.28,Month-to-month,Fiber optic,Yes,Electronic check,1
50,52.4,2553.69,Month-to-month,Fiber optic,No,Electronic check,1
46,36.32,1707.74,One year,DSL,Yes,Credit card,0
57,46.7,2755.9,One year,Fiber optic,Yes,Mailed check,0
56,64.67,3782.35,Month-to-month,Fiber optic,Yes,Electronic check,0
22,66.49,1595.4,Two year,DSL,No,Mailed check,0
47,97.87,4844.55,Two year,DSL,No,Electronic check,0
21,94.52,2224.41,Month-to-month,DSL,No,Mailed check,0
16,64.6,1053.28,One year,Fiber optic,Yes,Mailed check,0
68,104.26,7397.63,One year,Fiber optic,No,Bank transfer,0
10,29.65,296.87,Two year,Fiber optic,No,Electronic check,1
14,44.05,658.13,Month-to-month,Fiber optic,Yes,Credit card,0
34,102.45,3419.39,Month-to-month,Fiber optic,No,Bank transfer,0
32,56.56,1822.02,Month-to-month,Fiber optic,No,Credit card,1
15,118.08,1834.36,Two year,DSL,Yes,Mailed check,0
33,65.56,2033.08,Month-to-month,Fiber optic,Yes,Bank transfer,0
65,98.78,6475.99,Month-to-month,Fiber optic,Yes,Mailed check,0
39,59.04,2595.22,Month-to-month,Fiber optic,No,Electronic check,1
27,61.35,1648.72,Month-to-month,Fiber optic,No,Electronic check,1
46,57.05,2807.99,One year,Fiber optic,Yes,Credit card,0
38,91.35,3596.7,Month-to-month,DSL,Yes,Electronic check,0
69,73.85,4988.8,Month-to-month,Fiber optic,No,Credit card,1
19,114.27,2097.82,Two year,No,No,Mailed check,0
0,43.59,41.11,Month-to-month,Fiber optic,No,Bank transfer,1
71,28.26,2149.42,One year,DSL,No,Electronic check,0
62,58.11,3499.13,Month-to-month,DSL,No,Mailed check,1
66,80.9,5034.7,Month-to-month,No,No,Bank transfer,1
3,105.8,408.92,Two year,DSL,Yes,Mailed check,1
57,53.31,3143.95,One year,DSL,No,Credit card,0
24,84.69,2203.41,Month-to-month,Fiber optic,Yes,Mailed check,0
46,53.72,2467.96,Two year,No,Yes,Credit card,0
37,80.96,3075.34,Two year,DSL,No,Credit card,0
14,108.25,1609.11,Two year,Fiber optic,Yes,Electronic check,0
62,41.6,2363.44,Month-to-month,Fiber optic,Yes,Credit card,0
20,59.23,1217.86,Month-to-month,DSL,No,Credit card,0
56,119.31,6919.44,One year,No,Yes,Mailed check,0
52,106.59,5728.3,One year,Fiber optic,Yes,Credit card,0
45,75.59,3650.84,Month-to-month,Fiber optic,No,Credit card,1
13,70.7,1023.53,One year,No,No,Mailed check,0
16,47.03,763.82,Month-to-month,No,Yes,Bank transfer,0
38,70.76,2624.77,Month-to-month,Fiber optic,No,Electronic check,1
8,104.51,933.84,Month-to-month,DSL,Yes,Mailed check,0
5,87.89,551.91,One year,No,No,Credit card,1
22,47.58,1005.44,Month-to-month,Fiber optic,Yes,Mailed check,1
58,38.55,2478.39,Two year,No,No,Bank transfer,0
45,45.05,2090.19,One year,No,Yes,Mailed check,0
37,35.32,1290.19,One year,DSL,Yes,Mailed check,0
13,27.76,403.67,Two year,No,Yes,Mailed check,0
71,60.75,3975.73,One year,Fiber optic,No,Mailed check,0
61,29.56,1827.0,Two year,Fiber optic,No,Credit card,0
34,35.54,1240.41,Month-to-month,DSL,Yes,Mailed check,0
18,73.83,1307.94,Month-to-month,No,No,Bank transfer,0
29,34.79,1114.13,Month-to-month,Fiber optic,Yes,Mailed check,0
24,24.52,649.39,Month-to-month,Fiber optic,No,Mailed check,1
39,50.37,1874.87,Two year,No,Yes,Credit card,0
13,40.47,551.15,Month-to-month,Fiber optic,No,Credit card,1
25,70.56,1687.95,Month-to-month,Fiber optic,No,Mailed check,0
21,28.44,669.3,One year,No,No,Credit card,0
47,94.68,4384.05,One year,Fiber optic,Yes,Credit card,0
50,110.44,5564.08,Month-to-month,No,Yes,Mailed check,0
2,93.83,271.57,One year,No,No,Credit card,0
41,72.35,2923.25,Month-to-month,Fiber optic,Yes,Electronic check,1
18,105.79,2109.43,Month-to-month,Fiber optic,Yes,Electronic check,1
27,88.88,2611.86,One year,DSL,Yes,Electronic check,0
44,19.08,861.65,One year,Fiber optic,Yes,Credit card,0
70,58.2,4262.46,Month-to-month,Fiber optic,Yes,Electronic check,1
62,104.8,6617.8,Two year,Fiber optic,No,Bank transfer,0
18,53.28,916.88,Month-to-month,DSL,No,Electronic check,1
46,21.59,926.65,Month-to-month,DSL,No,Bank transfer,1
13,94.11,1286.9,Month-to-month,DSL,Yes,Credit card,0
37,99.81,3982.23,One year,DSL,No,Electronic check,0
52,34.38,1972.73,One year,Fiber optic,No,Bank transfer,0
60,72.81,4023.66,Month-to-month,DSL,No,Credit card,0
35,37.58,1317.17,Month-to-month,DSL,Yes,Electronic check,0
39,91.36,3452.52,One year,DSL,No,Mailed check,0
29,45.7,1457.43,Month-to-month,Fiber optic,No,Electronic check,1
8,50.25,483.54,Month-to-month,No,No,Electronic check,1
63,104.19,6276.62,One year,DSL,Yes,Electronic check,0
32,66.58,2289.78,Month-to-month,Fiber optic,Yes,Mailed check,0
51,86.31,4696.15,Two year,Fiber optic,Yes,Bank transfer,0
13,59.04,773.17,Month-to-month,DSL,No,Bank transfer,1
52,48.4,2531.18,One year,Fiber optic,Yes,Mailed check,0
58,81.8,4942.35,Month-to-month,DSL,No,Electronic check,0
40,33.8,1254.44,Two year,Fiber optic,No,Electronic check,0
67,56.05,3738.67,Month-to-month,DSL,No,Electronic check,1
67,39.32,2489.25,One year,No,No,Bank transfer,0
7,88.97,717.72,One year,DSL,No,Bank transfer,0
1,114.31,244.3,Month-to-month,Fiber optic,No,Mailed check,1
40,119.54,4925.4,Month-to-month,No,Yes,Credit card,0
54,63.93,3189.84,One year,DSL,No,Mailed check,0
15,43.76,634.3,Two year,Fiber optic,No,Bank transfer,0
61,63.17,3999.18,Month-to-month,Fiber optic,Yes,Electronic check,1
47,104.42,4839.72,Month-to-month,Fiber optic,No,Electronic check,1
29,39.01,1187.31,Two year,DSL,Yes,Electronic check,0
11,115.11,1288.4,Month-to-month,DSL,Yes,Electronic check,1
34,52.87,1952.91,Two year,Fiber optic,Yes,Credit card,0
10,118.55,1398.13,One year,Fiber optic,Yes,Mailed check,0
63,103.54,7142.41,One year,Fiber optic,No,Mailed check,0
49,100.47,4826.65,Month-to-month,DSL,No,Bank transfer,1
20,50.43,1093.07,Month-to-month,DSL,No,Mailed check,0
68,18.9,1246.47,One year,Fiber optic,No,Credit card,0
47,56.98,2878.77,Two year,Fiber optic,Yes,Credit card,0
19,48.78,901.56,Two year,Fiber optic,Yes,Credit card,0
66,21.81,1538.06,Month-to-month,DSL,No,Electronic check,1
43,69.55,3023.31,Month-to-month,DSL,No,Bank transfer,0
32,59.11,2089.34,Month-to-month,DSL,Yes,Credit card,0
60,82.72,5287.05,Two year,DSL,No,Mailed check,0
8,81.36,714.16,Month-to-month,DSL,No,Mailed check,1
67,30.32,2228.16,Month-to-month,Fiber optic,No,Mailed check,1
34,117.65,3939.32,Month-to-month,Fiber optic,Yes,Credit card,0
64,37.07,2634.6,Month-to-month,Fiber optic,No,Credit card,1
7,63.42,534.47,Two year,DSL,No,Mailed check,0
44,67.79,3349.92,Month-to-month,DSL,No,Credit card,1
46,100.93,4320.48,Month-to-month,Fiber optic,Yes,Mailed check,0
39,28.12,1073.97,Month-to-month,No,No,Electronic check,0
53,61.72,3493.7,Month-to-month,Fiber optic,No,Credit card,1
45,82.11,4096.03,Month-to-month,Fiber optic,Yes,Electronic check,1
46,39.95,1700.69,Month-to-month,No,Yes,Electronic check,0
14,82.0,1107.0,One year,Fiber optic,No,Credit card,0
18,112.21,2028.05,Month-to-month,DSL,No,Mailed check,0
25,119.75,3333.18,Month-to-month,Fiber optic,No,Bank transfer,1
51,21.31,1167.33,Month-to-month,DSL,Yes,Electronic check,0
21,42.03,895.12,One year,Fiber optic,No,Credit card,0
20,49.65,938.8,One year,Fiber optic,No,Electronic check,1
50,58.71,3026.97,One year,Fiber optic,Yes,Mailed check,0
37,42.71,1537.92,One year,DSL,No,Credit card,0
19,38.76,813.28,One year,Fiber optic,Yes,Bank transfer,0
28,115.36,3309.54,Month-to-month,Fiber optic,Yes,Credit card,0
50,111.69,5899.66,Two year,No,No,Electronic check,0
3,22.79,97.58,Month-to-month,Fiber optic,No,Credit card,1
54,52.56,2911.47,Month-to-month,No,Yes,Credit card,0
70,59.33,4074.22,One year,DSL,Yes,Electronic check,0
27,42.38,1250.61,Month-to-month,Fiber optic,Yes,Bank transfer,0
3,82.15,313.17,Two year,DSL,Yes,Mailed check,0
21,83.32,1976.57,Month-to-month,DSL,No,Credit card,0
44,104.75,4309.71,Two year,No,No,Bank transfer,0
66,93.57,6689.81,Two year,No,Yes,Mailed check,0
65,73.34,4445.03,Two year,DSL,No,Electronic check,0
33,84.67,2623.22,Two year,DSL,Yes,Bank transfer,0
54,45.95,2458.13,Two year,DSL,No,Bank transfer,0
0,78.49,85.66,One year,No,No,Credit card,0
71,67.9,5361.53,Month-to-month,DSL,No,Electronic check,0
37,31.6,1129.25,Month-to-month,DSL,Yes,Credit card,0
5,42.74,238.42,One year,DSL,No,Electronic check,1
24,47.75,1158.64,Two year,Fiber optic,No,Mailed check,0
16,112.28,1846.57,One year,No,No,Credit card,0
60,41.5,2662.93,Two year,DSL,No,Electronic check,0
11,47.5,563.62,Two year,Fiber optic,No,Electronic check,1
5,55.67,352.72,Month-to-month,DSL,No,Bank transfer,1
26,85.7,2429.0,Month-to-month,Fiber optic,No,Credit card,1
7,30.06,244.25,Month-to-month,Fiber optic,No,Credit card,1
64,115.3,7994.4,Month-to-month,DSL,No,Mailed check,0
56,106.29,5689.74,One year,DSL,No,Electronic check,0
39,76.88,2867.2,Two year,No,No,Bank transfer,0
13,86.75,1275.38,One year,DSL,No,Electronic check,0
34,19.7,654.31,Month-to-month,Fiber optic,No,Electronic check,1
47,52.57,2272.43,Month-to-month,Fiber optic,Yes,Electronic check,1
55,99.16,6010.48,Month-to-month,DSL,No,Credit card,0
48,25.9,1300.3,Month-to-month,Fiber optic,No,Electronic check,1
12,46.8,601.7,Month-to-month,No,Yes,Mailed check,0
60,77.7,4953.68,Month-to-month,Fiber optic,Yes,Bank transfer,1
48,44.15,2091.24,Month-to-month,DSL,No,Bank transfer,0
45,113.27,5683.18,Month-to-month,Fiber optic,No,Electronic check,0
61,31.37,1777.14,Two year,Fiber optic,Yes,Bank transfer,0
7,99.33,817.04,Month-to-month,Fiber optic,No,Electronic check,1
42,69.81,3168.31,Month-to-month,Fiber optic,No,Credit card,1
19,94.53,1878.93,Month-to-month,DSL,No,Bank transfer,0
38,49.69,2036.73,Month-to-month,Fiber optic,Yes,Credit card,0
48,70.48,3748.39,One year,Fiber optic,No,Credit card,0
